TAZ,UnitCount,hh,Sm_Lo,Lg_Lo,Sm_Md,Lg_Md,Sm_Hi,Lg_Hi,Mil_Sm,Mil_Lg,ColDorm,TAZorLUZ
1769,53.71200943,53.71200943,10.535432816,1.963868976,25.833679199,10.253624916,3.241182566,0.124540366,0.867786705,0.891891479,0,TAZ
1770,42.282421112,42.282421112,8.29310894,1.545887113,20.335409164,8.071894646,2.552164793,0.098697439,0.683129489,0.702128053,0,TAZ
1771,61.143943787,61.143943787,11.993250847,2.235615015,29.408325195,11.672305107,3.689584732,0.141710177,0.98785758,1.015293717,0,TAZ
1772,24.621828079,24.621828079,4.668453693,1.535447598,10.956627846,4.234852314,1.522575259,0.446385741,0.743370593,0.514114797,0,TAZ
1773,57.3229599,57.3229599,11.243742943,2.095902205,27.570491791,10.942918777,3.459047556,0.132882655,0.926125526,0.951848924,0,TAZ
1774,53.711616516,53.711616516,10.357710838,1.930740476,25.428030014,10.244042397,3.443540573,0.543357909,0.860469997,0.903722405,0,TAZ
1775,30.988132477,30.988132477,6.101272583,3.039798498,13.474570274,4.608353138,1.424480557,0.047527559,1.508762121,0.783368409,0,TAZ
1776,41.627540588,41.627540588,8.164650917,1.521941543,20.020421982,7.946884155,2.512653112,0.097184487,0.672549188,0.691254199,0,TAZ
1777,47.460109711,47.460109711,9.308743477,1.735207438,22.825798035,9.06026268,2.86455822,0.110659324,0.766780615,0.788100064,0,TAZ
1778,29.540939331,29.540939331,5.802057266,1.746758103,13.707667351,5.182888985,1.627187014,0.060042549,0.829786062,0.584552526,0,TAZ
1779,39.976623535,39.976623535,7.840813637,1.461576462,19.226356506,7.631741047,2.413045883,0.093370415,0.645876884,0.663841903,0,TAZ
1780,43.841331482,43.841331482,8.59924221,1.602951169,21.086038589,8.369413376,2.645640373,0.101736397,0.708315372,0.727995694,0,TAZ
1781,45.093711853,45.093711853,8.852826118,2.315439701,21.188310623,8.151754379,2.565555811,0.095973723,1.081057787,0.84279573,0,TAZ
1782,68.075492859,68.075492859,11.977640152,2.232704878,29.603322983,12.921803474,5.674582481,3.400166273,1.04324615,1.222028375,0,TAZ
1783,76.112609863,76.112609863,14.929493904,2.782948256,36.608119965,14.529616356,4.592662334,0.176246822,1.229691267,1.263834119,0,TAZ
1784,82.59337616,82.59337616,16.100261688,3.001186609,39.495944977,15.761350632,5.098138332,0.428093016,1.330260396,1.378137827,0,TAZ
1785,50.485256195,50.485256195,9.902536392,1.845893145,24.281759262,9.637616158,3.046448708,0.117040597,0.81565398,0.838309467,0,TAZ
1786,41.185325623,41.185325623,7.577357292,1.297270417,20.822826385,6.986450195,2.869875431,0.089119293,0.804274201,0.738151371,0,TAZ
1787,36.511894226,36.511894226,6.660636425,1.126388192,18.574979782,6.094339848,2.587906599,0.078322388,0.728769958,0.660552263,0,TAZ
1788,37.188106537,37.188106537,6.793279648,1.151113629,18.900226593,6.22342205,2.628705502,0.079884619,0.739694893,0.671780288,0,TAZ
1789,58.80821228,58.80821228,11.161184311,2.036206484,28.261198044,10.879475594,3.903066397,0.561575413,0.996054351,1.009451389,0,TAZ
1790,61.015468597,61.015468597,11.775704384,2.150756598,29.737232208,11.310534477,3.829406738,0.138643205,1.03918612,1.034003615,0,TAZ
1791,77.594718933,77.594718933,15.027822495,2.756971121,37.711597443,14.475344658,4.829707623,0.176945835,1.307041764,1.309290767,0,TAZ
1792,69.252197266,69.252197266,13.336292267,2.42897892,33.810710907,12.78636837,4.368646145,0.156919181,1.18754518,1.176738024,0,TAZ
1793,76.494766235,76.494766235,14.812060356,2.716751814,37.182537079,14.265375137,4.763342381,0.174404651,1.289270878,1.291026831,0,TAZ
1794,98.248443604,98.248443604,19.079172134,3.512166977,47.645713806,18.417930603,6.07583952,0.224661604,1.640724778,1.652231693,0,TAZ
1795,79.417480469,79.417480469,15.385367393,2.823619604,38.588314056,14.823290825,4.939682484,0.181156904,1.336490273,1.339556456,0,TAZ
1796,97.155731201,97.155731201,18.611562729,3.42500186,46.542076111,18.19578743,6.298445225,0.819244087,1.612648368,1.650964379,0,TAZ
1797,88.432907104,88.432907104,17.15379715,3.153265476,42.924594879,16.544244766,5.483623981,0.201985031,1.482144237,1.489251375,0,TAZ
1798,58.551525116,58.551525116,11.084970474,2.021999598,28.078702927,10.829092026,3.91704464,0.621959329,0.990842938,1.006912708,0,TAZ
1799,27.868160248,27.868160248,4.965116501,0.810333014,14.417476654,4.444338799,2.066390991,0.058352981,0.589121163,0.517028928,0,TAZ
1800,116.302200317,116.302200317,22.648431778,4.221805096,55.563358307,22.192941666,7.204830647,0.65646261,1.872247458,1.942119837,0,TAZ
1801,38.035648346,38.035648346,6.959529877,1.182103634,19.307880402,6.385209084,2.67984128,0.081842676,0.753387809,0.685853124,0,TAZ
1802,50.653766632,50.653766632,9.74319458,1.771884561,24.753414154,9.33259201,3.204238653,0.114704832,0.871781707,0.861954629,0,TAZ
1803,86.427970886,86.427970886,16.952613831,3.160070658,41.569068909,16.499042511,5.215331554,0.20034866,1.39635396,1.435137749,0,TAZ
1804,120.2315979,120.2315979,23.583396912,4.3960886,57.828090668,22.951810837,7.254856586,0.27844432,1.942487836,1.99642396,0,TAZ
1805,141.930786133,141.930786133,27.514120102,5.128798962,67.52167511,27.076534271,8.935121536,1.096455455,2.279658318,2.378427505,0,TAZ
1806,132.515335083,132.515335083,25.992923737,4.845238686,63.736373901,25.296649933,7.995989323,0.306823134,2.140944719,2.200387001,0,TAZ
1807,119.049301147,119.049301147,23.224676132,4.329220772,56.969997406,22.719335556,7.327986717,0.574673057,1.918168306,1.985242486,0,TAZ
1808,57.018924713,57.018924713,10.991758347,2.004624367,27.814958572,10.547636032,3.58827734,0.129410103,0.97461772,0.967643797,0,TAZ
1809,97.934944153,97.934944153,18.881931305,3.475399971,47.185096741,18.350820541,6.211574078,0.543976367,1.630073547,1.656071782,0,TAZ
1810,35.89132309,35.89132309,6.796438694,1.760727882,17.355714798,6.034400463,2.22871685,0.07283593,0.941491127,0.700998783,0,TAZ
1811,48.233825684,48.233825684,7.126953602,1.056645989,27.739200592,4.93220377,4.64187336,0.076478846,1.568730593,1.091736794,0,TAZ
1812,56.056232452,56.056232452,10.74836731,2.2120502,27.269010544,10.079886436,3.51224184,0.12307971,1.116081953,0.995513618,0,TAZ
1813,32.285583496,32.285583496,6.085613251,1.342884898,15.835697174,5.542312622,2.078051805,0.068162978,0.732041657,0.600818276,0,TAZ
1814,37.187309265,37.187309265,5.74919796,0.981442034,20.825658798,4.205269337,3.369834423,0.061744999,1.171334982,0.822826505,0,TAZ
1815,22.727523804,22.727523804,3.94572854,0.883000791,11.775896072,3.253719568,1.704747081,0.042458531,0.651147962,0.470825374,0,TAZ
1816,64.964096069,64.964096069,10.194004059,1.529926419,33.3683815,11.007533073,5.445708275,0.161293328,1.756994009,1.500255346,0,TAZ
1817,69.356697083,69.356697083,13.318082809,2.444272041,32.939002991,13.556024551,4.297133446,0.170981333,1.334348679,1.296854496,0,TAZ
1818,86.853530884,86.853530884,16.743022919,3.047468424,41.168991089,17.133529663,5.341389656,0.209375009,1.61037755,1.599374652,0,TAZ
1819,136.757919312,136.757919312,16.600059509,2.956067085,44.099723816,25.84160614,19.132915497,21.987081528,2.731166363,3.409294605,0,TAZ
1820,132.39503479,132.39503479,19.473684311,7.148090839,45.589595795,17.244163513,5.456291199,0.219700903,5.861091137,31.402412415,0,TAZ
1821,133.455963135,133.455963135,23.104356766,4.115059376,57.023597717,23.789705276,7.441431046,0.307221174,2.936773777,14.737814903,0,TAZ
1822,119.723449707,119.723449707,18.061182022,3.094305277,47.947311401,19.815067291,9.050424576,4.245087147,2.823034763,14.687038422,0,TAZ
1823,38.51115036,38.51115036,7.280176163,1.380883098,18.430175781,7.249161243,2.456191301,0.10329628,0.847731113,0.763534784,0,TAZ
1824,65.876029968,65.876029968,11.970662117,4.391543388,30.947292328,9.887421608,4.065766335,0.125829384,2.786154032,1.701362371,0,TAZ
1825,80.602340698,80.602340698,13.16645813,2.112692833,43.907272339,10.579987526,6.835030079,0.162938997,2.175484896,1.662475109,0,TAZ
1826,57.499679565,57.499679565,8.28262043,1.119727254,33.538303375,5.541958809,5.708864689,0.088837653,1.902067423,1.317299843,0,TAZ
1827,57.498943329,57.498943329,8.274591446,1.119289041,33.507328033,5.581314087,5.707122326,0.089423396,1.901222706,1.318651915,0,TAZ
1828,54.963294983,54.963294983,7.960568905,1.102148294,31.928953171,5.403372288,5.415600777,0.085876375,1.810233474,1.256540179,0,TAZ
1829,71.200004578,71.200004578,9.979334831,2.071806192,35.874088287,16.058034897,4.587566853,0.158118024,1.217001319,1.254053116,0,TAZ
1830,24.619962692,24.619962692,3.309975863,0.6616956,12.793954849,5.096273899,1.764157772,0.055394795,0.481712937,0.45679763,0,TAZ
1831,41.770263672,41.770263672,5.750824451,1.297729969,21.359104156,8.833350182,2.842772961,0.091411076,0.825462103,0.769610465,0,TAZ
1832,46.971427917,46.971427917,6.064631939,1.204226017,23.465452194,9.791872978,3.757744312,0.905811667,0.886486948,0.895201802,0,TAZ
1833,38.721469879,38.721469879,5.322042942,1.089384079,19.7882061,8.390955925,2.634760618,0.087258421,0.709224403,0.699638367,0,TAZ
1834,24.619962692,24.619962692,3.309975863,0.6616956,12.793954849,5.096273899,1.764157772,0.055394795,0.481712937,0.45679763,0,TAZ
1835,49.849403381,49.849403381,6.875558376,1.410109401,25.41576004,10.879583359,3.358320475,0.11159879,0.901868939,0.896603703,0,TAZ
1836,58.251102448,58.251102448,7.708218098,2.845332623,26.417646408,11.560401917,4.768637657,2.249357224,1.480144382,1.221363664,0,TAZ
1837,48.564853668,48.564853668,5.95792675,1.166150928,23.529094696,9.961373329,4.362176895,1.709322095,0.918271124,0.960538745,0,TAZ
1838,39.974868774,39.974868774,5.479051113,1.3875103,20.567686081,8.044382095,2.765335321,0.083680771,0.885035396,0.76218766,0,TAZ
1839,39.367954254,39.367954254,4.565464973,0.8869946,18.319131851,7.998643875,3.955744505,2.095494032,0.73896867,0.807511687,0,TAZ
1840,44.891418457,44.891418457,6.09553957,1.251645088,22.27986908,9.962472916,3.182295084,0.528970838,0.776962161,0.813662648,0,TAZ
1841,22.506576538,22.506576538,2.70289278,0.48087877,11.812096596,4.655320168,1.832407951,0.051299203,0.506081641,0.465598583,0,TAZ
1842,56.870822906,56.870822906,7.338402271,2.310616016,29.97873497,10.000484467,4.267963409,0.096379824,1.651481867,1.226759076,0,TAZ
1843,172.402694702,172.402694702,32.169502258,30.193243027,68.584846497,20.246116638,4.919954777,0.105349086,11.443656921,4.740029812,0,TAZ
1844,26.433530807,26.433530807,3.757332325,1.289138556,13.312101364,5.097159863,1.701875687,0.04972228,0.700250387,0.525950789,0,TAZ
1845,113.472549438,113.472549438,14.328551292,3.655379772,55.905250549,21.932092667,9.633203506,3.153950453,2.554994345,2.309127331,0,TAZ
1846,77.429382324,77.429382324,9.231351852,2.017787457,44.314022064,11.024766922,6.779150009,0.121622197,2.247203588,1.693478227,0,TAZ
1847,54.213275909,54.213275909,7.543031693,2.044515848,27.652685165,11.009344101,3.606791735,0.108314998,1.216547132,1.032046199,0,TAZ
1848,48.300849915,48.300849915,6.699938774,1.871129394,24.587394714,9.694599152,3.252247095,0.154432461,1.111998677,0.929111302,0,TAZ
1849,2.206157207,2.206157207,0.310581356,0.066017702,1.082860231,0.522360027,0.14091672,0.00925062,0.035683826,0.038486779,0,TAZ
1850,18.229259491,18.229259491,2.481758833,0.65930146,9.470111847,3.52759552,1.270837784,0.035168108,0.429164261,0.35532093,0,TAZ
1851,58.43769455,58.43769455,9.75939846,7.902292252,24.147823334,9.507139206,2.337414026,0.074174114,3.170884371,1.538570046,0,TAZ
1852,57.132659912,57.132659912,10.358325005,8.964751244,23.387233734,7.60369873,1.854504943,0.047987822,3.42223525,1.493923903,0,TAZ
1853,19.47808075,19.47808075,3.161026716,2.21522522,8.923060417,2.776637316,0.954554856,0.02275303,0.949441552,0.475382417,0,TAZ
1854,21.907318115,21.907318115,3.141172886,1.281275988,11.01538372,3.890957832,1.40348208,0.036957219,0.678707004,0.459382415,0,TAZ
1855,41.438812256,41.438812256,4.784919262,1.649610639,16.801965714,8.441162109,4.461344242,3.460891485,0.923301995,0.915615201,0,TAZ
1856,48.198974609,48.198974609,8.315214157,6.59375906,20.818458557,6.637909412,1.931558847,0.046589147,2.634950876,1.220536232,0,TAZ
1857,60.046848297,60.046848297,10.593347549,8.849470139,25.367994308,7.937469482,2.214145899,0.052116312,3.475998163,1.556303978,0,TAZ
1858,41.080718994,41.080718994,5.742309093,1.352369666,20.804279327,8.866620064,2.681647539,0.086803034,0.797846019,0.748843789,0,TAZ
1859,20.345924377,20.345924377,2.722291946,0.693398893,10.714044571,3.822435617,1.467074871,0.038508087,0.486831993,0.401338458,0,TAZ
1860,42.178146362,42.178146362,5.793339729,1.333977818,21.68180275,8.780173302,2.861953259,0.086805686,0.855928063,0.784166873,0,TAZ
1861,45.55198288,45.55198288,6.300618649,1.44897604,23.273490906,9.652513504,3.042647362,0.095036618,0.900459707,0.838239729,0,TAZ
1862,43.061225891,43.061225891,6.954185486,4.930341244,18.943738937,7.078994274,1.986976862,0.05162229,2.05881238,1.056554079,0,TAZ
1863,83.493637085,83.493637085,3.638315439,0.608718157,27.416482925,39.98884964,6.878525257,0.182358474,2.059555531,2.720834494,0,TAZ
1864,48.461681366,48.461681366,7.412901878,4.730941772,23.45236969,6.608326435,2.794044018,0.055850454,2.231658459,1.175589204,0,TAZ
1865,83.57308197,83.57308197,13.695315361,8.737421036,37.607170105,14.08142662,3.860977411,0.115288883,3.571655512,1.903828025,0,TAZ
1866,74.193519592,74.193519592,10.569596291,3.512040377,36.281017303,15.86658287,4.562244415,0.146320611,1.806549668,1.449164867,0,TAZ
1867,80.430625916,80.430625916,11.10590744,3.262542248,39.573711395,17.129535675,5.390897751,0.582799554,1.822620273,1.562608123,0,TAZ
1868,129.17678833,129.17678833,13.836326599,2.891991377,55.205410004,41.744094849,9.158770561,1.0144521,2.401391029,2.924351692,0,TAZ
1869,19.141609192,19.141609192,2.911133289,2.888042212,7.205031872,1.728388906,1.163036704,0.01560946,2.002187252,1.228179336,0,TAZ
1870,43.559116364,43.559116364,7.986268997,8.124545097,16.043769836,5.899478436,1.113961339,0.02382425,3.083335638,1.283933997,0,TAZ
1871,0.014729054,0.014729054,0,0,0.001616204,0.006897556,0.003265528,0.002166087,2.826557029E-4,5.010233726E-4,0,TAZ
1872,74.286155701,74.286155701,12.86348629,11.223088264,31.511493683,9.1783638,2.903594255,0.055022474,4.539140224,2.011966944,0,TAZ
1873,79.316314697,79.316314697,12.147089958,10.637916565,30.454622269,16.013710022,3.289621592,0.079733387,4.436060905,2.257557392,0,TAZ
1874,9.344695091,9.344695091,1.311113715,0.668087959,4.829904556,1.28529036,0.644341707,0.012857099,0.373906463,0.219193101,0,TAZ
1875,16.18393898,16.18393898,2.598456144,1.880745649,7.518746376,2.10474968,0.828642786,0.017049896,0.828745902,0.406801939,0,TAZ
1876,15.975888252,15.975888252,2.477761984,1.669449091,7.65018177,2.097343683,0.895117939,0.017937956,0.772971988,0.395123601,0,TAZ
1877,47.087924957,47.087924957,6.685790539,1.960614085,23.636795044,9.745299339,3.002846241,0.094118409,1.070366621,0.892093301,0,TAZ
1878,37.665302277,37.665302277,5.36323452,1.334741592,18.778940201,8.3514328,2.359000921,0.080981269,0.719220936,0.677750826,0,TAZ
1879,49.283344269,49.283344269,6.966694832,2.71400094,22.975479126,10.93850708,3.019516468,0.34078598,1.314789772,1.01357007,0,TAZ
1880,96.637702942,96.637702942,13.414227486,3.032512665,47.164649963,21.945577621,6.556630135,1.117891312,1.672256112,1.733958602,0,TAZ
1881,96.808166504,96.808166504,11.49215126,4.598546505,40.370040894,25.44764328,7.372193813,2.710308552,2.553744078,2.263535023,0,TAZ
1882,37.665302277,37.665302277,5.36323452,1.334741592,18.778940201,8.3514328,2.359000921,0.080981269,0.719220936,0.677750826,0,TAZ
1883,41.960384369,41.960384369,5.870432377,1.43416822,20.811843872,9.51108551,2.666032314,0.093104035,0.802758634,0.770961523,0,TAZ
1884,40.830478668,40.830478668,5.773653507,1.410567999,20.478908539,8.957118988,2.598346472,0.087166369,0.786047637,0.738668978,0,TAZ
1885,89.440841675,89.440841675,12.578222275,2.868371725,43.900211334,20.434480667,5.832418442,0.694488704,1.545151353,1.587498665,0,TAZ
1886,88.148170471,88.148170471,12.56635952,2.86585021,43.818096161,20.146270752,5.475726604,0.195051849,1.533703327,1.547111511,0,TAZ
1887,73.723114014,73.723114014,11.591228485,6.34581995,34.173774719,13.413366318,3.771454096,0.115049191,2.712312698,1.60010767,0,TAZ
1888,143.624084473,143.624084473,25.931461334,21.990371704,58.979686737,19.792013168,4.721550941,0.126442522,8.37710762,3.705457449,0,TAZ
1889,60.746292114,60.746292114,9.701826096,5.47973299,27.507865906,11.465491295,2.924543381,0.095871754,2.252892017,1.318068743,0,TAZ
1890,63.51990509,63.51990509,10.33958149,6.128530979,28.64740181,11.478649139,2.955550432,0.095915936,2.481398582,1.392877579,0,TAZ
1891,39.442184448,39.442184448,5.652973175,1.360777617,19.53012085,8.979818344,2.424726009,0.086740248,0.709265828,0.697762191,0,TAZ
1892,89.907295227,89.907295227,12.860210419,2.912795782,44.545459747,20.753896713,5.53527832,0.200530425,1.530812144,1.568307042,0,TAZ
1893,51.17539978,51.17539978,7.327121735,1.716637492,25.349716187,11.721171379,3.149114609,0.113252513,0.898567617,0.899818778,0,TAZ
1894,74.727684021,74.727684021,10.6876688,2.430961132,37.031486511,17.223936081,4.603191853,0.166471004,1.278556347,1.305410385,0,TAZ
1895,68.55430603,68.55430603,9.79000473,2.240152121,33.915050507,15.780240059,4.249042034,0.2009096,1.178039193,1.200865746,0,TAZ
1896,67.33707428,67.33707428,11.082573891,6.88438797,30.092811584,11.874802589,3.0397048,0.097370602,2.762344122,1.503077984,0,TAZ
1897,92.976531982,92.976531982,14.74092865,7.662014484,42.809806824,17.865217209,4.622641087,0.155305266,3.176007032,1.944612741,0,TAZ
1898,98.942497253,98.942497253,14.142748833,3.165378809,49.041870117,22.881496429,6.098173141,0.221186563,1.669234276,1.722411513,0,TAZ
1899,74.398200989,74.398200989,10.640657425,2.420968294,36.868068695,17.146957397,4.582850456,0.165726528,1.273240566,1.2997365,0,TAZ
1900,119.33568573,119.33568573,18.305837631,11.197553635,48.13174057,22.576972961,7.414840698,4.301720142,4.738714218,2.668302059,0,TAZ
1901,155.105209351,155.105209351,21.1536026,7.415837765,69.319923401,35.236156464,10.610450745,4.676913738,3.710537195,2.981793165,0,TAZ
1902,113.522163391,113.522163391,14.494616508,9.459637642,36.597614288,16.322141647,4.939902782,2.561904669,5.517261505,23.629081726,0,TAZ
1903,131.701690674,131.701690674,17.934923172,5.43731451,60.640708923,30.785043716,8.574183464,3.063180923,2.838845968,2.427497387,0,TAZ
1904,149.166152954,149.166152954,20.195995331,7.242932796,65.687484741,33.925556183,10.539608955,5.07550478,3.596406937,2.90266943,0,TAZ
1905,121.29788208,121.29788208,16.352941513,5.140473843,54.926357269,28.283493042,8.252179146,3.399374485,2.665219069,2.277843952,0,TAZ
1906,59.794849396,59.794849396,8.130402565,3.597607851,24.927869797,13.22201252,4.423300266,2.555467129,1.692314744,1.245873451,0,TAZ
1907,58.629150391,58.629150391,7.968967915,3.567316532,24.340578079,12.937897682,4.360256672,2.553482533,1.673610091,1.227042794,0,TAZ
1908,14.838297844,14.838297844,2.890805721,2.610160589,5.589484215,2.025577307,0.310935229,0.005341512,1.015983701,0.39000985,0,TAZ
1909,14.838297844,14.838297844,2.890805721,2.610160589,5.589484215,2.025577307,0.310935229,0.005341512,1.015983701,0.39000985,0,TAZ
1910,14.838297844,14.838297844,2.890805721,2.610160589,5.589484215,2.025577307,0.310935229,0.005341512,1.015983701,0.39000985,0,TAZ
1911,14.838297844,14.838297844,2.890805721,2.610160589,5.589484215,2.025577307,0.310935229,0.005341512,1.015983701,0.39000985,0,TAZ
1912,72.711204529,72.711204529,9.448108673,4.913283825,27.451120377,15.801021576,6.387731552,4.800460815,2.259978294,1.649497628,0,TAZ
1913,72.711204529,72.711204529,9.448108673,4.913283825,27.451120377,15.801021576,6.387731552,4.800460815,2.259978294,1.649497628,0,TAZ
1914,65.689720154,65.689720154,11.041025162,6.917222023,28.642471313,12.327676773,2.401838064,0.065045111,2.877858877,1.416585088,0,TAZ
1915,133.041168213,133.041168213,9.405111313,6.61026144,22.815862656,10.312386513,2.667000532,1.131874561,7.944446564,72.15422821,0,TAZ
1916,156.200302124,156.200302124,20.979698181,7.077055454,69.411369324,36.157207489,10.955223083,5.019385815,3.598187447,3.002173185,0,TAZ
1917,49.816757202,49.816757202,7.388405323,2.240759611,22.791376114,10.977755547,3.263297558,1.170651078,1.08748579,0.897027314,0,TAZ
1918,68.790969849,68.790969849,10.48459053,2.878123999,32.773910522,15.394021034,4.042844772,0.620938301,1.413594604,1.182945848,0,TAZ
1919,45.404495239,45.404495239,6.968382835,2.282232761,21.162595749,9.854385376,2.671697617,0.57629776,1.074607134,0.814295709,0,TAZ
1920,68.165283203,68.165283203,10.576656342,3.502665997,32.030879974,14.753905296,3.854338408,0.591436505,1.638771057,1.216627002,0,TAZ
1921,101.102073669,101.102073669,12.542035103,4.15412426,38.683021545,22.109912872,10.205487251,9.211065292,2.124393225,2.072038174,0,TAZ
1922,136.214126587,136.214126587,21.57375145,5.067747116,67.888923645,25.149072647,8.136604309,0.232443303,5.019023895,3.14655757,0,TAZ
1923,89.964225769,89.964225769,12.082380295,2.525774002,39.442653656,20.827703476,7.475009441,4.567639828,1.429117084,1.613949418,0,TAZ
1924,56.847824097,56.847824097,8.639220238,1.805995107,27.943944931,13.189887047,3.265730858,0.126079023,0.955130517,0.921837509,0,TAZ
1925,90.824913025,90.824913025,13.683396339,2.860459805,44.286540985,21.069227219,5.390950203,0.530116141,1.519776583,1.484449506,0,TAZ
1926,89.590454102,89.590454102,13.33234787,2.787074566,43.188270569,20.778177261,5.557212353,0.976420403,1.490565777,1.48037982,0,TAZ
1927,82.239982605,82.239982605,12.228845596,2.556391954,39.615898132,19.073244095,5.115249634,0.922711372,1.367776752,1.3598634,0,TAZ
1928,31.239244461,31.239244461,4.747217655,0.992387712,15.355283737,7.248649597,1.79484427,0.06938263,0.524881005,0.506597459,0,TAZ
1929,44.171169281,44.171169281,6.916295528,2.132186174,21.192808151,9.68711853,2.377074718,0.089922525,1.008946419,0.76681596,0,TAZ
1930,39.785511017,39.785511017,6.808027267,3.99204874,17.611047745,7.12963295,1.685224414,0.058172837,1.667030811,0.834328592,0,TAZ
1931,46.005405426,46.005405426,7.195063591,2.190461636,22.094482422,10.112665176,2.482428312,0.093983456,1.039763451,0.796557963,0,TAZ
1932,211.729812622,211.729812622,31.606138229,6.323743343,105.151451111,44.759384155,13.460840225,1.520131588,4.92741394,3.980703115,0,TAZ
1933,83.388404846,83.388404846,11.132615089,2.721333504,43.959449768,15.808982849,6.027276993,0.158734709,1.946236491,1.633772731,0,TAZ
1934,84.756202698,84.756202698,11.364154816,2.952827454,44.579566956,15.885194778,6.091957092,0.158928812,2.048018694,1.67555666,0,TAZ
1935,112.054840088,112.054840088,14.888083458,3.077871561,59.120082855,22.15186882,8.115524292,0.223252907,2.347044468,2.131112576,0,TAZ
1936,23.081228256,23.081228256,3.973817825,2.897994757,9.908477783,3.691869497,0.905309439,0.027791271,1.125714064,0.550253391,0,TAZ
1937,2.933804274,2.933804274,0.562376499,0.554859638,1.127459049,0.325965434,0.071432807,0.001669997,0.207067937,0.082973056,0,TAZ
1938,2.933804274,2.933804274,0.562376499,0.554859638,1.127459049,0.325965434,0.071432807,0.001669997,0.207067937,0.082973056,0,TAZ
1939,2.933804274,2.933804274,0.562376499,0.554859638,1.127459049,0.325965434,0.071432807,0.001669997,0.207067937,0.082973056,0,TAZ
1940,2.933804274,2.933804274,0.562376499,0.554859638,1.127459049,0.325965434,0.071432807,0.001669997,0.207067937,0.082973056,0,TAZ
1941,87.49546051,87.49546051,11.366998672,2.328931332,46.905841827,16.4588871,6.60308218,0.168342218,1.952019691,1.711359501,0,TAZ
1942,80.754432678,80.754432678,10.53467083,2.183712959,43.239624023,15.204792023,6.062950611,0.155170918,1.798950315,1.57455945,0,TAZ
1943,73.303184509,73.303184509,9.465144157,2.017363071,38.115005493,14.160918236,5.731587887,0.795232773,1.582162023,1.435774684,0,TAZ
1944,64.159790039,64.159790039,8.438720703,1.813496232,34.150653839,12.21059227,4.748558044,0.124053329,1.427229762,1.246485353,0,TAZ
1945,59.496841431,59.496841431,6.895360947,1.351919174,26.969528198,12.474277496,6.012969494,3.527222395,1.052837968,1.212724566,0,TAZ
1946,51.407962799,51.407962799,5.80446291,1.052321315,24.773698807,10.057945251,5.176703453,2.418582439,1.038931489,1.085317969,0,TAZ
1947,50.33669281,50.33669281,5.57595253,1.012321472,23.751598358,9.656702042,5.352440834,2.922916412,0.997682214,1.067077637,0,TAZ
1948,44.481140137,44.481140137,5.410237789,0.98776567,22.770559311,8.464225769,3.937076807,1.094441414,0.922888577,0.893945277,0,TAZ
1949,21.0709095,21.0709095,2.666970491,0.473089457,11.512909889,3.825136662,1.666885734,0.040552367,0.469762206,0.415602088,0,TAZ
1950,21.0709095,21.0709095,2.666970491,0.473089457,11.512909889,3.825136662,1.666885734,0.040552367,0.469762206,0.415602088,0,TAZ
1951,21.0709095,21.0709095,2.666970491,0.473089457,11.512909889,3.825136662,1.666885734,0.040552367,0.469762206,0.415602088,0,TAZ
1952,21.0709095,21.0709095,2.666970491,0.473089457,11.512909889,3.825136662,1.666885734,0.040552367,0.469762206,0.415602088,0,TAZ
1953,21.0709095,21.0709095,2.666970491,0.473089457,11.512909889,3.825136662,1.666885734,0.040552367,0.469762206,0.415602088,0,TAZ
1954,21.0709095,21.0709095,2.666970491,0.473089457,11.512909889,3.825136662,1.666885734,0.040552367,0.469762206,0.415602088,0,TAZ
1955,21.0709095,21.0709095,2.666970491,0.473089457,11.512909889,3.825136662,1.666885734,0.040552367,0.469762206,0.415602088,0,TAZ
1956,32.780582428,32.780582428,4.172234058,0.747199953,17.843343735,6.023351669,2.566318989,0.063127004,0.722000003,0.643009067,0,TAZ
1957,70.593978882,70.593978882,9.093130112,1.77097559,35.85849762,14.64177227,5.507966042,0.996013761,1.368752718,1.356870651,0,TAZ
1958,52.789878845,52.789878845,6.832991123,1.469075322,28.449998856,9.626267433,4.03200388,0.0992053,1.233373523,1.046962142,0,TAZ
1959,54.072303772,54.072303772,6.873353004,1.2293185,29.440895081,9.934364319,4.235703468,0.103632182,1.192773581,1.062262177,0,TAZ
1960,47.185310364,47.185310364,5.827840805,0.988997519,26.226703644,8.102938652,3.890372276,0.088300109,1.107080102,0.953075767,0,TAZ
1961,143.326278687,143.326278687,19.099849701,3.726973534,74.387649536,29.578756332,10.379699707,0.717556357,2.765078306,2.670713663,0,TAZ
1962,85.860565186,85.860565186,10.062246323,1.963220596,46.21837616,15.168691635,7.53415823,0.908258736,2.155603409,1.850010037,0,TAZ
1963,81.019577026,81.019577026,8.775107384,1.663796067,42.371910095,14.065619469,8.035338402,2.198474407,2.075991392,1.833341002,0,TAZ
1964,98.736953735,98.736953735,13.027040482,2.519271851,51.289264679,20.134969711,7.324043274,0.654814899,1.930279016,1.857270837,0,TAZ
1965,16.431949615,16.431949615,1.303559422,0.50247097,7.165887356,5.015282631,1.383913875,0.027131241,0.550086856,0.483617455,0,TAZ
1966,35.002090454,35.002090454,3.467118502,1.116398454,15.888001442,6.880160332,3.813266516,1.950033903,1.000171781,0.8869403,0,TAZ
