TAZ,UnitCount,hh,Sm_Lo,Lg_Lo,Sm_Md,Lg_Md,Sm_Hi,Lg_Hi,Mil_Sm,Mil_Lg,ColDorm,TAZorLUZ
16288,3.034444094,3.034444094,0.787760794,0.15860413,0.723509192,0.767838538,0.437760651,0.065343633,0.051309165,0.042317882,0,TAZ
16289,5.516907215,5.516907215,1.432339191,0.28837961,1.315443039,1.395887494,0.795925081,0.118807279,0.093277171,0.076848604,0,TAZ
16290,9.517314911,9.517314911,2.322138309,0.467526376,2.151167393,2.337385654,1.587185144,0.361541778,0.161033064,0.129337162,0,TAZ
16291,6.434508801,6.434508801,1.942485213,0.379245222,1.453722835,1.475847006,0.87340945,0.121748827,0.105669059,0.082381248,0,TAZ
16292,0.453831285,0.453831285,0.107902519,0.020833241,0.106763221,0.118849412,0.07376045,0.010595865,0.008269531,0.006857042,0,TAZ
16293,0.453831285,0.453831285,0.107902519,0.020833241,0.106763221,0.118849412,0.07376045,0.010595865,0.008269531,0.006857042,0,TAZ
16294,0.582301617,0.582301617,0.125170782,0.024167303,0.125446692,0.144507378,0.115482345,0.028623417,0.010530099,0.008373621,0,TAZ
16295,0.453831285,0.453831285,0.107902519,0.020833241,0.106763221,0.118849412,0.07376045,0.010595865,0.008269531,0.006857042,0,TAZ
16296,2.183725357,2.183725357,0.451285481,0.087131783,0.454351783,0.529845774,0.462787062,0.128622845,0.039354362,0.030346287,0,TAZ
16297,7.532300472,7.532300472,0.050944097,0.009836013,0.26286605,0.936719239,3.944121838,2.138352871,0.126950353,0.062510334,0,TAZ
16298,0.694695711,0.694695711,0.134346649,0.025938932,0.136655271,0.163449869,0.161227345,0.051068105,0.012473248,0.009536269,0,TAZ
16299,0.453831285,0.453831285,0.107902519,0.020833241,0.106763221,0.118849412,0.07376045,0.010595865,0.008269531,0.006857042,0,TAZ
16300,0.453831285,0.453831285,0.107902519,0.020833241,0.106763221,0.118849412,0.07376045,0.010595865,0.008269531,0.006857042,0,TAZ
16301,11.578611374,11.578611374,2.763073921,0.533479512,2.728960991,3.025460005,1.879449248,0.267081141,0.210775658,0.170330912,0,TAZ
16302,1.20642817,1.20642817,0.287516832,0.055512212,0.284158379,0.315513432,0.195904434,0.027941117,0.021969102,0.017912572,0,TAZ
16303,0.639952362,0.639952362,0.152322069,0.02940953,0.150633961,0.167485446,0.103967294,0.014885436,0.011657506,0.009591132,0,TAZ
16304,18.838287354,18.838287354,4.49566412,0.867998719,4.440144539,4.922514439,3.057670593,0.434396386,0.342924058,0.27697444,0,TAZ
16305,5.582895279,5.582895279,1.317452431,0.254366666,1.303120971,1.450498223,0.928834736,0.145298764,0.101544254,0.081779256,0,TAZ
16306,5.419131279,5.419131279,1.292887688,0.24962382,1.277094126,1.41628325,0.879629016,0.125190347,0.098647788,0.0797754,0,TAZ
16307,33.613182068,33.613182068,8.019940376,1.548447132,7.921108246,8.782282829,5.458535194,0.777044415,0.611861467,0.493963003,0,TAZ
16308,11.82555294,11.82555294,2.822008848,0.544858336,2.787167788,3.089989424,1.919527054,0.272772461,0.215270758,0.173958451,0,TAZ
16309,27.330797195,27.330797195,6.328175545,1.221810222,6.273643494,7.026916504,4.738795757,0.848722279,0.496382296,0.396350712,0,TAZ
16310,26.227788925,26.227788925,6.201923847,1.197434187,6.132292747,6.819629192,4.346284866,0.669183552,0.477101892,0.383938879,0,TAZ
16311,5.06026125,5.06026125,1.203846097,0.232432157,1.18956542,1.320500135,0.826674581,0.120737381,0.092095487,0.074409731,0,TAZ
16312,23.00304985,23.00304985,5.489624023,1.059907198,5.421823978,6.010825157,3.733597755,0.530382514,0.418735504,0.338154137,0,TAZ
16313,11.965558052,11.965558052,2.855422258,0.551309645,2.820168495,3.126574755,1.942249417,0.275999188,0.217819273,0.176015109,0,TAZ
16314,4.087560654,4.087560654,0.975095749,0.188266262,0.963228583,1.068325281,0.663519502,0.094501369,0.07440912,0.060214836,0,TAZ
16315,4.087560654,4.087560654,0.975095749,0.188266262,0.963228583,1.068325281,0.663519502,0.094501369,0.07440912,0.060214836,0,TAZ
16316,10.317277908,10.317277908,2.4620471,0.475358874,2.431732893,2.696094036,1.674595118,0.237915426,0.187813535,0.151720673,0,TAZ
16317,33.354244232,33.354244232,4.722672462,0.911828279,5.058229923,6.803614616,10.458143234,4.410800934,0.588304877,0.400650382,0,TAZ
16318,15.345166206,15.345166206,3.662000179,0.707039356,3.61686039,4.009951115,2.490604877,0.353794187,0.279336542,0.225579575,0,TAZ
16319,16.820842743,16.820842743,3.965198517,0.765579283,3.922394753,4.367115021,2.805853367,0.442774951,0.305912763,0.24601458,0,TAZ
16320,36.771724701,36.771724701,8.775235176,1.694275379,8.667096138,9.609256744,5.968118668,0.847943544,0.669362843,0.540434062,0,TAZ
16321,34.825626373,34.825626373,7.060515404,1.363206506,7.125599384,8.361973763,7.600768089,2.209660769,0.626657367,0.477245539,0,TAZ
16322,25.858510971,25.858510971,6.171108723,1.19148469,6.094968796,6.757234573,4.196886063,0.59609741,0.470711678,0.380018979,0,TAZ
16323,12.121747017,12.121747017,2.892700911,0.558507144,2.857065916,3.167627096,1.967454672,0.279503405,0.220660433,0.17822805,0,TAZ
16324,20.317193985,20.317193985,4.848206997,0.936065793,4.788587093,5.309459686,3.29760313,0.468712687,0.369839907,0.298719645,0,TAZ
16325,17.818876266,17.818876266,4.247310638,0.820048034,4.195680618,4.653867245,2.899379015,0.41636318,0.324335754,0.261891067,0,TAZ
16326,21.417022705,21.417022705,5.110691071,0.986744881,5.047828674,5.596859932,3.476101637,0.494060665,0.389860153,0.314875931,0,TAZ
16327,23.488845825,23.488845825,5.534055233,1.068485737,5.474482059,6.095754623,3.923744202,0.621934056,0.427160084,0.34322992,0,TAZ
16328,7.767861366,7.767861366,1.852643847,0.35769853,1.830258965,2.030378819,1.261039615,0.179852158,0.141407236,0.114582457,0,TAZ
16329,14.514983177,14.514983177,3.463454485,0.668705225,3.420943499,3.793260813,2.355923414,0.334987938,0.264221877,0.213486061,0,TAZ
16330,10.198714256,10.198714256,2.433750868,0.469895571,2.403786182,2.66511178,1.655352712,0.235182866,0.185655326,0.149978995,0,TAZ
16331,10.722032547,10.722032547,2.558645725,0.494009584,2.527137995,2.801862001,1.740285516,0.247243896,0.195181325,0.15766646,0,TAZ
16332,15.162256241,15.162256241,3.61793232,0.698530972,3.573512793,3.962402344,2.46097374,0.349905759,0.276004225,0.222994387,0,TAZ
16333,24.506910324,24.506910324,4.188323021,0.808658957,4.338643551,5.423485756,6.564423561,2.432428598,0.436451733,0.314494848,0,TAZ
16334,12.016766548,12.016766548,2.825987339,0.545626462,2.796316624,3.115988493,2.01485467,0.323665082,0.218517944,0.175809562,0,TAZ
16335,14.420875549,14.420875549,3.440961838,0.66436249,3.398681641,3.768566132,2.340807676,0.332709849,0.262520105,0.212266058,0,TAZ
16336,7.038877487,7.038877487,1.665079713,0.321484655,1.646455169,1.831216693,1.164705992,0.178436667,0.128062963,0.103435472,0,TAZ
16337,18.713096619,18.713096619,4.422430038,0.853859127,4.373960495,4.86720562,3.101874352,0.478425115,0.340446442,0.274894953,0,TAZ
16338,7.909284115,7.909284115,1.861451149,0.359398991,1.842523694,2.054478168,1.320504904,0.210336566,0.143859521,0.116731308,0,TAZ
16339,30.793912888,30.793912888,5.435830593,1.049521089,5.602215767,6.919287205,7.976568222,2.860409975,0.549466193,0.400614172,0,TAZ
16340,8.797501564,8.797501564,1.955919623,0.37709856,1.968198061,2.205759048,1.641664267,0.359292567,0.162055075,0.127514631,0,TAZ
16341,3.175113916,3.175113916,0.740592539,0.142449722,0.752502561,0.811300755,0.53200978,0.087387756,0.060447045,0.048423719,0,TAZ
16342,5.50823164,5.50823164,1.183282852,0.207979083,1.904672027,1.05014956,0.722530425,0.083900459,0.203375667,0.152341723,0,TAZ
16343,29.16368103,29.16368103,6.648257732,1.283609986,6.604493618,7.438135624,5.217331409,1.022368908,0.529071391,0.420412123,0,TAZ
16344,30.23588562,30.23588562,5.781833172,1.116325378,5.885252476,7.055177689,7.140436172,2.309704065,0.542053342,0.405102938,0,TAZ
16345,4.120661259,4.120661259,0.98164463,0.189530686,0.97009939,1.077262402,0.66963774,0.095842153,0.075048439,0.061595976,0,TAZ
16346,14.411850929,14.411850929,3.328728914,0.642153203,3.320046186,3.692301512,2.50159359,0.45168364,0.264444977,0.210898817,0,TAZ
16347,2.978383064,2.978383064,0.707056642,0.135974795,0.717749596,0.767819226,0.479173034,0.067760721,0.056944061,0.045905054,0,TAZ
16348,16.067029953,16.067029953,2.249794722,0.433433473,2.448160172,3.248449326,5.059146404,2.143821716,0.288061172,0.196162835,0,TAZ
16349,17.601251602,17.601251602,0.926883101,0.178012773,1.346990943,2.651347637,7.940497875,4.079410553,0.30615297,0.171955928,0,TAZ
16350,14.913022041,14.913022041,1.903087378,0.367437929,2.081321955,2.920010567,4.99930048,2.205640554,0.26186949,0.174353093,0,TAZ
16351,15.490852356,15.490852356,3.695500851,0.713507533,3.650473595,4.04863596,2.514540911,0.358051658,0.281991452,0.228150427,0,TAZ
16352,14.404477119,14.404477119,3.436227322,0.663448334,3.394403219,3.764750957,2.338225842,0.333013743,0.262216091,0.212191746,0,TAZ
16353,19.828496933,19.828496933,5.151410103,0.971836388,6.791937351,4.081721783,1.991292834,0.248294622,0.299241185,0.292763352,0,TAZ
16354,153.129959106,153.129959106,39.839950562,6.553759098,72.157287598,21.353689194,8.100589752,0.369292408,2.295958042,2.459436655,0,TAZ
16355,32.466487885,32.466487885,6.157317162,0.347321719,18.67467308,2.667690992,2.924935818,0.179258242,0.826305032,0.688985467,0,TAZ
16356,13.215575218,13.215575218,3.697966814,0.681783974,5.834003448,2.058325291,0.56780839,0.024808139,0.157728091,0.193151385,0,TAZ
16357,2.700044155,2.700044155,0.64131707,0.123822056,0.634655476,0.706880271,0.439061701,0.064290114,0.049169891,0.040847674,0,TAZ
16358,6.4583745,6.4583745,1.540635943,0.297457725,1.521834373,1.687853694,1.048520088,0.149196446,0.117578134,0.095298156,0,TAZ
16359,19.535253525,19.535253525,4.598778725,0.887907505,4.549674511,5.067288876,3.269332647,0.521595061,0.355241597,0.285435259,0,TAZ
16360,21.235519409,21.235519409,4.972057343,0.959978163,4.922293663,5.492384911,3.595938921,0.597350836,0.386002332,0.309512287,0,TAZ
16361,11.985629082,11.985629082,2.860316753,0.552254617,2.824992657,3.131893396,1.945399642,0.276374638,0.218181014,0.176216513,0,TAZ
16362,16.686206818,16.686206818,2.705467463,0.522357166,2.827306986,3.605867624,4.697957516,1.821002483,0.296311557,0.209935397,0,TAZ
16363,12.799787521,12.799787521,3.018738508,0.582841814,2.98582077,3.323441267,2.133460283,0.335509866,0.232792243,0.187183276,0,TAZ
16364,15.1935215,15.1935215,3.596687555,0.694429159,3.555819273,3.952893734,2.511572838,0.383183837,0.276404321,0.222531229,0,TAZ
16365,34.280014038,34.280014038,4.754653931,0.918003082,5.112851143,6.934078217,10.902632713,4.64463377,0.604058802,0.40910092,0,TAZ
16366,16.866348267,16.866348267,4.024434566,0.777016222,3.975072622,4.407788754,2.737596273,0.389311194,0.307025224,0.248102427,0,TAZ
16367,19.310606003,19.310606003,3.022772074,0.583620608,3.178270817,4.109062195,5.60550642,2.229155302,0.342284143,0.23993504,0,TAZ
16368,32.466732025,32.466732025,6.757164001,1.304636955,6.794220924,7.898237228,6.814065456,1.863458157,0.585231245,0.449719161,0,TAZ
16369,33.51411438,33.51411438,7.974524975,1.539678574,7.878902435,8.743534088,5.47640276,0.799263179,0.609930098,0.491877317,0,TAZ
16370,9.044946671,9.044946671,2.142681122,0.413697392,2.118405104,2.355024576,1.491745472,0.226040304,0.16456379,0.132789314,0,TAZ
16371,15.164196014,15.164196014,2.269345999,0.438153148,2.405436039,3.165082932,4.564520359,1.867915154,0.26818192,0.18556039,0,TAZ
16372,11.639312744,11.639312744,1.651955962,0.318950802,1.768452168,2.376251459,3.643571138,1.534834146,0.205321789,0.139975563,0,TAZ
16373,12.454134941,12.454134941,2.97213006,0.573842943,2.935424328,3.254320383,2.021436453,0.287172377,0.226709247,0.183098793,0,TAZ
16374,19.831863403,19.831863403,4.732820034,0.913787544,4.674367905,5.182170868,3.218893766,0.457270354,0.361009121,0.291542888,0,TAZ
16375,20.813976288,20.813976288,4.94192791,0.954160929,4.883966446,5.423871994,3.417690039,0.508349121,0.378739357,0.305270284,0,TAZ
16376,6.839239597,6.839239597,1.623243093,0.313407063,1.604536653,1.7827636,1.122896433,0.167358115,0.124453761,0.100580849,0,TAZ
16377,10.234009743,10.234009743,2.442276239,0.471541584,2.412117004,2.674170732,1.661117554,0.23600471,0.186296165,0.150485486,0,TAZ
16378,27.056007385,27.056007385,5.406498432,1.043857694,5.467459679,6.44927454,6.028409481,1.805519819,0.486393839,0.36859411,0,TAZ
16379,9.490457535,9.490457535,2.264820337,0.437279373,2.2368536,2.479870319,1.540441394,0.218867913,0.172761232,0.13956283,0,TAZ
16380,11.783887863,11.783887863,2.801681519,0.540933669,2.768615723,3.073895216,1.927965641,0.283173025,0.214451939,0.173171341,0,TAZ
16381,7.914896488,7.914896488,1.888086438,0.36454159,1.865119457,2.068650246,1.284805417,0.183005288,0.144081354,0.11660701,0,TAZ
16382,41.905075073,41.905075073,7.85807848,1.517195702,8.021576881,9.68414402,10.140658379,3.376592875,0.750331819,0.556495845,0,TAZ
16383,29.153673172,29.153673172,5.836446285,1.126869798,5.900690556,6.955661774,6.479005814,1.9333812,0.524166226,0.397452444,0,TAZ
16384,101.668540955,101.668540955,28.568050385,5.30025816,44.692428589,15.942832947,4.308170795,0.188077778,1.194858909,1.473862052,0,TAZ
16385,10.550831795,10.550831795,2.517888784,0.48614049,2.486795425,2.756961107,1.712536812,0.243306577,0.192063302,0.155139565,0,TAZ
16386,8.909023285,8.909023285,2.117632627,0.40886119,2.092767477,2.323873043,1.458166957,0.214592636,0.162132606,0.130997166,0,TAZ
16387,14.507470131,14.507470131,1.968136191,0.379997194,2.125516653,2.908105135,4.683096409,2.015316963,0.255386174,0.171914861,0,TAZ
16388,10.976243019,10.976243019,1.262822509,0.243818998,1.412203193,2.066559315,3.895783901,1.779302239,0.191907391,0.123845488,0,TAZ
16389,6.83967495,6.83967495,1.631919503,0.315082282,1.611797214,1.786994696,1.110502839,0.157997817,0.124518111,0.100862429,0,TAZ
16390,5.837707043,5.837707043,1.383318543,0.267083734,1.367419481,1.519569755,0.962648332,0.145561323,0.106224068,0.085881546,0,TAZ
16391,15.610775948,15.610775948,3.63848424,0.702499032,3.604118586,4.027752876,2.669206858,0.457732648,0.283673972,0.227308005,0,TAZ
16392,8.293660164,8.293660164,1.978926897,0.382080585,1.954517126,2.166941166,1.346479774,0.191508114,0.150985107,0.122221246,0,TAZ
16393,13.304437637,13.304437637,3.174796104,0.612972617,3.135611296,3.476327181,2.159712553,0.306992531,0.242196634,0.195828795,0,TAZ
16394,2.978383064,2.978383064,0.707056642,0.135974795,0.717749596,0.767819226,0.479173034,0.067760721,0.056944061,0.045905054,0,TAZ
16395,3.178095818,3.178095818,0.754719973,0.145177364,0.764824033,0.820006967,0.511585772,0.072363541,0.060579449,0.048838802,0,TAZ
16396,15.824290276,15.824290276,3.057409763,0.475794613,7.15621233,1.944277287,1.582764864,0.11880932,0.860166252,0.628855348,0,TAZ
16397,4.303895473,4.303895473,1.009701729,0.194947794,0.999477208,1.114797354,0.725161731,0.118639946,0.078247935,0.062921613,0,TAZ
16398,9.185424805,9.185424805,2.154830694,0.416043192,2.13287735,2.378654242,1.548421741,0.253526509,0.166990906,0.134079963,0,TAZ
16399,13.969984055,13.969984055,0.970684171,0.187414497,1.246215463,2.254552841,5.949969769,2.980615139,0.240539685,0.139992386,0,TAZ
16400,9.839513779,9.839513779,2.347853422,0.453310966,2.319025755,2.571390629,1.597042441,0.227067798,0.1791123,0.144710124,0,TAZ
16401,10.500982285,10.500982285,2.505719185,0.483790815,2.474941015,2.744241476,1.704396605,0.242312804,0.191153064,0.154426992,0,TAZ
16402,4.087560654,4.087560654,0.975095749,0.188266262,0.963228583,1.068325281,0.663519502,0.094501369,0.07440912,0.060214836,0,TAZ
16403,11.479640007,11.479640007,2.739285231,0.528886497,2.705621243,2.999978542,1.863229513,0.26486814,0.208967641,0.168803334,0,TAZ
16404,34.468238831,34.468238831,5.793996811,1.099748492,6.68346262,7.281991005,9.037044525,3.354357958,0.709240794,0.508398294,0,TAZ
16405,16.960416794,16.960416794,3.974163055,0.766770184,3.952982903,4.380254269,2.857250214,0.468575954,0.311053276,0.249366209,0,TAZ
16406,13.672224045,13.672224045,3.252717495,0.628017247,3.21390748,3.567111969,2.234427214,0.326480806,0.248822048,0.200739488,0,TAZ
16407,19.808870316,19.808870316,4.72381115,0.911508203,4.684876442,5.165859699,3.210705519,0.455656409,0.363310575,0.293142289,0,TAZ
16408,15.286363602,15.286363602,3.647795677,0.704296827,3.602906942,3.994728327,2.481048107,0.352602452,0.278261691,0.224723503,0,TAZ
16409,4.954004765,4.954004765,1.181090355,0.228038609,1.167002678,1.295078993,0.804360032,0.11500062,0.09018641,0.073247336,0,TAZ
16410,19.091514587,19.091514587,2.929358959,0.565584898,3.091372728,4.028785706,5.632553101,2.269861221,0.338065237,0.235932186,0,TAZ
16411,10.251555443,10.251555443,2.339479446,0.451694161,2.323676825,2.615766525,1.830501318,0.356645346,0.185994804,0.147797287,0,TAZ
16412,13.809766769,13.809766769,1.937338352,0.374050915,2.078672647,2.806199551,4.358158588,1.846431851,0.243478373,0.165436387,0,TAZ
16413,16.954893112,16.954893112,3.967405558,0.765465498,3.946970463,4.375597,2.864831209,0.474568188,0.310921073,0.249134541,0,TAZ
16414,19.453866959,19.453866959,4.62294817,0.892034173,4.587222099,5.063557148,3.178240299,0.465630174,0.356754452,0.287480742,0,TAZ
16415,6.86827898,6.86827898,1.638911128,0.316432178,1.618766785,1.794822574,1.11483407,0.158425644,0.125031188,0.101055421,0,TAZ
16416,33.151500702,33.151500702,7.866666317,1.518313885,7.793946743,8.627960205,5.440829277,0.809842348,0.605945766,0.487995237,0,TAZ
16417,6.86827898,6.86827898,1.638911128,0.316432178,1.618766785,1.794822574,1.11483407,0.158425644,0.125031188,0.101055421,0,TAZ
16418,11.968574524,11.968574524,2.840907097,0.548507094,2.80804801,3.119648218,1.965050817,0.292728096,0.217789963,0.175895169,0,TAZ
16419,5.049536705,5.049536705,1.191535711,0.230055332,1.178821206,1.312742949,0.839118004,0.131100997,0.09185344,0.074308783,0,TAZ
16420,38.299892426,38.299892426,7.142816067,1.379096627,7.298396111,8.830989838,9.32553196,3.128882885,0.685580671,0.508600116,0,TAZ
16421,28.617330551,28.617330551,5.378139496,1.037842393,5.507190228,6.612120152,6.896780014,2.287570715,0.515220225,0.38246724,0,TAZ
16422,8.833722115,8.833722115,2.061645746,0.3980515,2.041913271,2.281041145,1.506033301,0.255853355,0.16053845,0.128645107,0,TAZ
16423,16.636054993,16.636054993,3.921249151,0.816565275,3.959367514,4.253425121,2.685933828,0.407061428,0.334160358,0.258292824,0,TAZ
16424,54.462802887,54.462802887,12.876578331,2.486140728,12.733147621,14.163246155,9.024523735,1.390489459,0.990721464,0.797957599,0,TAZ
16425,25.212215424,25.212215424,6.015498638,1.161440253,5.941951752,6.589330673,4.092279911,0.581616342,0.458973318,0.371124834,0,TAZ
16426,25.635795593,25.635795593,6.035087109,1.165222287,5.970876217,6.650889874,4.288889408,0.683602631,0.466199458,0.375027478,0,TAZ
16427,37.940742493,37.940742493,6.718587875,1.297188997,6.920262814,8.535978317,9.796614647,3.501541615,0.677076221,0.49349308,0,TAZ
16428,33.956424713,33.956424713,6.847523689,1.308463693,7.115368843,8.047363281,7.394398212,2.159994841,0.614772677,0.468540221,0,TAZ
16429,57.297672272,57.297672272,12.485858917,2.410702705,12.476397514,14.271296501,11.150598526,2.657176733,1.036104441,0.80953747,0,TAZ
16430,43.512611389,43.512611389,7.009149075,1.353288889,7.33360672,9.377944946,12.320494652,4.799095154,0.772449791,0.546582937,0,TAZ
16431,44.537155151,44.537155151,10.627576828,2.051915646,10.497047424,11.639205933,7.228653431,1.027002215,0.810746491,0.655005157,0,TAZ
16432,61.800460815,61.800460815,11.074745178,2.138252497,11.384995461,13.979190826,15.755332947,5.557458401,1.103594065,0.806890547,0,TAZ
16433,53.882781982,53.882781982,8.769169807,1.693104386,9.158819199,11.665392876,15.117712975,5.842392921,0.957055628,0.679134011,0,TAZ
16434,32.440795898,32.440795898,7.115560532,1.368093133,7.558484554,7.762062073,6.089331627,1.520487547,0.568862021,0.457912803,0,TAZ
16435,21.176614761,21.176614761,3.488498926,0.673540711,3.663780928,4.786438942,4.970761299,2.906643867,0.344937295,0.342012972,0,TAZ
16436,40.928504944,40.928504944,9.33477211,1.805264115,9.279493332,10.435209274,7.310618401,1.428550839,0.744009137,0.590585887,0,TAZ
16437,34.926383972,34.926383972,8.334070206,1.612053871,8.238651276,9.1218853,5.663611412,0.804481745,0.637266338,0.514364481,0,TAZ
16438,40.382472992,40.382472992,7.284106731,1.374636173,9.985852242,7.228295326,9.407913208,3.970469952,0.621223688,0.509975135,0,TAZ
16439,274.336151123,274.336151123,49.954608917,9.268127441,81.810005188,44.932983398,31.449214935,48.603649139,2.74904561,5.568528652,0,TAZ
16440,29.254512787,29.254512787,5.477835178,1.100748777,6.093705177,6.367789268,6.876370907,2.408309698,0.532242119,0.397512376,0,TAZ
16441,16.795366287,16.795366287,4.006931782,0.776593149,3.964975357,4.38399744,2.721007109,0.386612415,0.307226181,0.248022646,0,TAZ
16442,4.4429245,4.4429245,1.193652868,0.223703608,1.696462631,0.827977061,0.339467198,0.035630222,0.060349245,0.065681644,0,TAZ
16443,1.065148592,1.065148592,0.253926545,0.048953511,0.257071376,0.275022537,0.169603214,0.024667501,0.019214313,0.016689571,0,TAZ
16444,9.49384594,9.49384594,1.427543879,0.255666047,2.299951315,2.778013468,2.022971392,0.290982574,0.231385097,0.187332213,0,TAZ
16445,9.136035919,9.136035919,1.373732924,0.246028021,2.213279486,2.67327714,1.946731091,0.280029178,0.222668678,0.180289596,0,TAZ
16446,50.110401154,50.110401154,1.755573988,0.314438581,3.72389245,7.462463856,23.268566132,12.130151749,0.924977899,0.530333877,0,TAZ
16447,9.100223541,9.100223541,1.368347049,0.245063365,2.204604626,2.662794352,1.939100266,0.278932869,0.221796274,0.179584712,0,TAZ
16448,100.936256409,100.936256409,1.20988214,0.21670042,4.11456728,12.131306648,51.937122345,28.698150635,1.744126081,0.884399951,0,TAZ
16449,42.136505127,42.136505127,7.349506378,1.049431205,20.224479675,4.927126408,4.146357059,0.302551717,2.507192612,1.629858017,0,TAZ
16450,39.895515442,39.895515442,1.693592668,0.301672667,3.874751806,5.930602074,17.700229645,9.237153053,0.723032117,0.434482604,0,TAZ
16451,16.664030075,16.664030075,2.790242672,0.492783964,6.457822323,3.642435312,2.175069809,0.500574589,0.300978899,0.304121733,0,TAZ
16452,24.302322388,24.302322388,1.65629077,0.294991583,3.456898451,4.243021965,9.350751877,4.529420853,0.461246371,0.309699744,0,TAZ
16453,64.347015381,64.347015381,7.722520828,1.359628201,19.741048813,12.878952026,8.588367462,11.748912811,0.839008868,1.468578935,0,TAZ
16454,8.334720612,8.334720612,1.85768187,0.348207384,2.066868067,2.181429148,1.394094706,0.194682539,0.159669667,0.132087097,0,TAZ
16455,8.122264862,8.122264862,1.77910471,0.333478719,1.98392427,2.107855082,1.408826947,0.226164281,0.155288473,0.127622783,0,TAZ
16456,3.755418777,3.755418777,0.826722682,0.154962376,0.921521425,0.977473199,0.644040465,0.09932144,0.071862787,0.059514463,0,TAZ
16457,2.866794109,2.866794109,0.397294253,0.074340053,0.812168419,0.739918828,0.591512561,0.141275629,0.05859682,0.051687621,0,TAZ
16458,3.258294821,3.258294821,0.45325473,0.084865019,0.909710765,0.856639326,0.673957944,0.152929783,0.067661092,0.059276108,0,TAZ
16459,18.240087509,18.240087509,2.375998259,0.425561965,3.883949995,4.881725311,4.68586731,1.231140018,0.425567746,0.330276817,0,TAZ
16460,27.196743011,27.196743011,4.039969921,0.723593771,6.514916897,7.898608208,5.903833389,0.924263954,0.659973562,0.531583309,0,TAZ
16461,5.822442532,5.822442532,0.923966885,0.164733917,1.698619008,1.592295051,1.053022027,0.144990981,0.131347731,0.113467164,0,TAZ
16462,5.540766716,5.540766716,0.879674792,0.156800807,1.627578378,1.507437348,0.997209966,0.139907762,0.12438719,0.107770674,0,TAZ
16463,79.856155396,79.856155396,4.536431313,0.812514365,8.465340614,14.059536934,33.293624878,16.143484116,1.562999487,0.982224107,0,TAZ
16464,40.386135101,40.386135101,4.397448063,0.7876212,7.342787266,9.732325554,12.256217957,4.308804512,0.898078561,0.662852526,0,TAZ
16465,113.69744873,113.69744873,1.317753911,0.236021191,4.569117069,13.608807564,58.601707458,32.409091949,1.962324023,0.992624164,0,TAZ
16466,13.779873848,13.779873848,1.919147372,0.342979401,3.332770348,3.670322418,3.187558174,0.758028746,0.314883143,0.254184246,0,TAZ
16467,58.136032104,58.136032104,4.010168552,0.718256116,7.192886829,11.117614746,22.696613312,10.455429077,1.174085259,0.770978451,0,TAZ
16468,44.053760529,44.053760529,2.904221535,0.519414723,5.472518921,8.084410667,17.409887314,8.225001335,0.869829118,0.568475544,0,TAZ
16469,40.127838135,40.127838135,4.487599373,0.802103579,7.947234631,9.437972069,11.739694595,4.18657732,0.869853437,0.656804502,0,TAZ
16470,19.877313614,19.877313614,2.313158274,0.413550198,4.04847002,4.803199291,5.625976562,1.903374195,0.436662257,0.332923055,0,TAZ
16471,22.807777405,22.807777405,2.608374596,0.466426015,4.546522617,5.479618549,6.567317009,2.25979352,0.500605702,0.379119366,0,TAZ
16472,11.333446503,11.333446503,0.838459909,0.149418861,1.702640653,2.065701485,4.218900681,1.989725709,0.218819723,0.149779603,0,TAZ
16473,101.166221619,101.166221619,6.702029705,1.199635267,12.332335472,18.82934761,40.016021729,18.756420135,2.015976191,1.314457297,0,TAZ
16474,41.080097198,41.080097198,6.606620312,1.164085627,16.145288467,8.490026474,4.580712318,2.636923552,0.655246675,0.801193595,0,TAZ
16475,12.839727402,12.839727402,1.984554291,0.353786439,3.667481184,3.44586277,2.438249588,0.416745692,0.287004858,0.246042639,0,TAZ
16476,109.838638306,109.838638306,19.495576859,3.42886138,49.136302948,22.069805145,8.008246422,3.886069775,1.680231929,2.133542776,0,TAZ
16477,14.832699776,14.832699776,2.336046219,0.415859878,4.47949028,3.892719507,2.654476166,0.447542191,0.323088944,0.283476353,0,TAZ
16478,137.278060913,137.278060913,24.355766296,4.283218861,61.518501282,27.495370865,9.913534164,4.953220844,2.089966536,2.668474674,0,TAZ
16479,157.530059814,157.530059814,12.25045681,2.155632496,33.487106323,30.48756218,26.884931564,46.574409485,1.687874317,4.002096653,0,TAZ
16480,56.037494659,56.037494659,9.947751045,1.750752211,24.735431671,11.483024597,4.354754448,1.798656583,0.881851852,1.085271955,0,TAZ
16481,49.556201935,49.556201935,8.335223198,1.467229724,20.731477737,10.157577515,4.348462582,2.76670599,0.762670279,0.986852825,0,TAZ
16482,38.920246124,38.920246124,4.891540527,0.869289935,10.488830566,11.278613091,6.448021412,3.307379723,0.743130386,0.893442333,0,TAZ
16483,11.195041656,11.195041656,2.032806873,1.130402088,3.785470963,2.082370996,1.125857592,0.138398066,0.580024242,0.319711328,0,TAZ
16484,32.977924347,32.977924347,4.779230595,0.842630684,11.595458031,6.545741081,5.356725693,2.721529961,0.544781744,0.591825962,0,TAZ
16485,11.927036285,11.927036285,1.780979037,0.318232238,3.088448286,3.303087234,2.486759186,0.443793058,0.276934534,0.228802502,0,TAZ
